model,optimizer,detector_type,detector,ood_dataset,auroc,fpr95,aupr_in,run_id,raw_import_path
Adam matched,adam_matched,feature,mahalanobis,tiny_imagenet,0.554063995,0.9472,0.5673186404093099,20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0
Adam matched,adam_matched,feature,mahalanobis_l2,cifar100,0.75846071,0.7517,0.758091516491798,20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0
Adam matched,adam_matched,feature,mahalanobis_l2,mnist,0.99739351,0.0029,0.9978939546503452,20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0
Adam matched,adam_matched,feature,mahalanobis_l2,svhn,0.9788105639213276,0.10752151198524892,0.9529276174432619,20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0
Adam matched,adam_matched,feature,mahalanobis_l2,tiny_imagenet,0.755312335,0.7652,0.761090792916677,20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260520_2209_curie_cifar10_standard-wrn-28-10-dropout03_adam_matched_seed0
AdamW matched,adamw_matched,logit,energy_id_score,cifar100,0.90106578,0.5341,0.9108963891699562,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,energy_id_score,mnist,0.926122985,0.6244,0.9511577005148917,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,energy_id_score,svhn,0.8485750230485556,0.9056929932390904,0.8277121453799714,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,energy_id_score,tiny_imagenet,0.89886531,0.5043,0.9019686894819323,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,maxlogit,cifar100,0.90108163,0.5323,0.9109034006535177,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,maxlogit,mnist,0.92689264,0.6116,0.9514638456835643,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,maxlogit,svhn,0.849407967117394,0.9011985248924401,0.8280413558438916,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,maxlogit,tiny_imagenet,0.89885626,0.5022,0.9019600171769556,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,msp,cifar100,0.84180433,0.6358,0.9399862891431411,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,msp,mnist,0.94004945,0.3926,0.9647971057307061,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,msp,svhn,0.9131737515365703,0.5624615857406269,0.9196114794377448,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,msp,tiny_imagenet,0.839988315,0.6308,0.9401961292833844,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,neg_entropy,cifar100,0.889745445,0.6342,0.9066833342922243,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,neg_entropy,mnist,0.949752975,0.3851,0.9633114457645895,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,neg_entropy,svhn,0.929092034803319,0.5583128457283344,0.9097230868981906,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,logit,neg_entropy,tiny_imagenet,0.884398405,0.6282,0.8951773156270655,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_diag,cifar100,0.79074487,0.776,0.7975001766218609,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_diag,mnist,0.68089308,0.9927,0.774722276452629,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_diag,svhn,0.8928130089889367,0.5650737553779963,0.8280614232655744,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_diag,tiny_imagenet,0.755484245,0.8344,0.759679945165316,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_shrinkage,cifar100,0.80621168,0.7175,0.8043282972972314,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_shrinkage,mnist,0.63921089,0.9449,0.6650814327243322,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_shrinkage,svhn,0.9263537127381684,0.35429471419791025,0.8503408514110863,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_shrinkage,tiny_imagenet,0.762790415,0.7886,0.7577387621585098,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_tied,cifar100,0.452980145,0.9539,0.4709043249896472,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_tied,mnist,0.39286872,0.9857,0.4191986444568434,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_tied,svhn,0.8787733942839582,0.3629763368162262,0.687834092251601,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,gmm_ddu_tied,tiny_imagenet,0.39864973,0.9673,0.4292285780185481,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn,cifar100,0.602412895,0.9397,0.6259786685856518,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn,mnist,0.60793228,0.9959,0.7125849789871039,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn,svhn,0.9134598302089736,0.36639520590043023,0.8221418444009231,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn,tiny_imagenet,0.55734249,0.9572,0.5837092480574447,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn_l2,cifar100,0.890354895,0.4967,0.8893502893378263,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn_l2,mnist,0.99804474,0.0038,0.9982869065181023,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn_l2,svhn,0.993102817685925,0.03499539028887523,0.9847665148193956,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,knn_l2,tiny_imagenet,0.88280018,0.4984,0.8806624073423216,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis,cifar100,0.453330845,0.9536,0.4712376708236449,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis,mnist,0.39319883,0.9857,0.41939683397959215,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis,svhn,0.8788873405808236,0.36278426551936077,0.6882181516148267,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis,tiny_imagenet,0.39902932,0.9672,0.42952043680131907,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis_l2,cifar100,0.85296334,0.6034,0.8520788553635448,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis_l2,mnist,0.99888833,0.0,0.9990897021468582,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis_l2,svhn,0.9909232406269207,0.048709280885064536,0.9792876739832806,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
AdamW matched,adamw_matched,feature,mahalanobis_l2,tiny_imagenet,0.85208427,0.6021,0.8515787940210634,20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0,results/raw/wrn350_seed0_eval_20260525/20260521_1104_curie_cifar10_standard-wrn-28-10-dropout03_adamw_matched_seed0
